Unnamed: 0,business_id,feature_scores,feature_count
11,-5Rah4ZvWsDu4oilUZxhtw,"{""Service"": 4.25, ""Cleanliness"": 5.0, ""Atmosphere"": 5.0, ""Safety"": 5.0, ""Coat check"": 4.0, ""Parking"": 3.5, ""Sound quality"": 5.0, ""Music taste"": 5.0, ""Bass"": 4.0, ""Venue Space"": 4.0, ""Music"": 5.0, ""Beer Selection"": 5.0, ""Red Wanting Blue Band"": 5.0, ""Grilled Cheese"": 5.0, ""Beer Pairing"": 5.0, ""Price"": 3.5, ""Tommy Gunns Pulled Pork Sandwiches"": 1.0, ""Sweet Potato Fries"": 1.0, ""Ambiance"": 4.0, ""Food"": 1.5, ""Coffee"": 1.0, ""Drinks"": 3.5, ""Live Music Experience"": 5.0, ""Crowd"": 4.0, ""Acoustics"": 5.0, ""Space"": 5.0, ""Food & Drink"": 5.0, ""Eggplant fries"": 5.0, ""Shows"": 5.0, ""Local Events"": 5.0, ""Eggplant Fries"": 5.0, ""Cocktails"": 1.0, ""Ambience"": 5.0, ""Live Music"": 5.0}","{""Service"": 12, ""Cleanliness"": 1, ""Atmosphere"": 4, ""Safety"": 1, ""Coat check"": 1, ""Parking"": 2, ""Sound quality"": 1, ""Music taste"": 1, ""Bass"": 1, ""Venue Space"": 1, ""Music"": 2, ""Beer Selection"": 1, ""Red Wanting Blue Band"": 1, ""Grilled Cheese"": 1, ""Beer Pairing"": 1, ""Price"": 2, ""Tommy Gunns Pulled Pork Sandwiches"": 1, ""Sweet Potato Fries"": 1, ""Ambiance"": 2, ""Food"": 2, ""Coffee"": 1, ""Drinks"": 2, ""Live Music Experience"": 1, ""Crowd"": 2, ""Acoustics"": 1, ""Space"": 1, ""Food & Drink"": 1, ""Eggplant fries"": 1, ""Shows"": 1, ""Local Events"": 1, ""Eggplant Fries"": 1, ""Cocktails"": 1, ""Ambience"": 1, ""Live Music"": 1}"
12,-6MEKOmFu6jckT3pruSxHg,"{""Service"": 1.0, ""Checkout Process"": 1.0}","{""Service"": 1, ""Checkout Process"": 1}"
13,-6nQZ-QCkAyNHdtaxOxDpQ,"{""Service"": 4.0, ""Avocado Toast"": 5.0, ""Caprese Toast"": 4.0, ""Smoothies"": 3.0, ""Ambiance"": 4.0, ""Juices"": 5.0}","{""Service"": 2, ""Avocado Toast"": 1, ""Caprese Toast"": 1, ""Smoothies"": 1, ""Ambiance"": 1, ""Juices"": 1}"
14,-9CvbWc-vPYsoioAgZii4Q,"{""Service"": 1.0, ""Tapas"": 2.0}","{""Service"": 1, ""Tapas"": 1}"
15,-TW-0EqgnzUNHzV9VPSLoQ,"{""Service"": 4.0, ""Overall"": 4.0}","{""Service"": 1, ""Overall"": 1}"
16,0-7N3z_cb3Z1xMGDrbez6w,"{""Service"": 4.230769230769231, ""Ambiance"": 4.25, ""Presentation"": 5.0, ""Flavor"": 4.5, ""Price"": 4.0, ""Pallot Cac' E Ove"": 4.0, ""Taccozzelle All'aquilana"": 5.0, ""Roasted Pheasant"": 4.0, ""Polletto"": 4.0, ""Tortino al Cioccolato"": 5.0, ""Atmosphere"": 5.0, ""Food"": 5.0, ""Brusketta"": 4.0, ""Palotte"": 5.0, ""Lobster Spaghetti"": 4.0, ""Maccheroni with Lamb Ragu"": 5.0, ""Porchetta"": 4.75, ""Brodetto"": 4.0, ""Burrata"": 5.0, ""Pasta (lobster and saffron)"": 5.0, ""Lamb"": 5.0, ""Gooseberry Crostata with Marscapone Gelato"": 5.0, ""Ambience"": 5.0, ""Affettati misti"": 5.0, ""Fried olives"": 5.0, ""Handkerchief pasta"": 5.0, ""Pappardelle al ragu di coniglio"": 5.0, ""Gnocchi affumicati"": 4.5, ""Coniglio"": 5.0, ""Stinco d'agnello"": 5.0, ""Chocolate mousse with caramel and sea salt"": 5.0, ""Antipasti"": 5.0, ""Pasta with Lamb"": 5.0, ""Handkerchief Pasta with Mushroom"": 5.0, ""Tripe"": 5.0, ""Chicken"": 5.0, ""Rabbit"": 5.0, ""Desserts"": 4.0, ""Bar Area"": 3.0, ""Pasta"": 4.333333333333333, ""Pizza"": 3.0, ""Appetizers"": 2.0, ""House Made Pork Sausage"": 5.0, ""Ricotta Fritta"": 4.0, ""Wine Selection"": 5.0, ""Affettati Misti"": 5.0, ""Meatless Meatballs"": 4.0, ""Ravioli de n'duja"": 4.0, ""Taccuzzelle"": 5.0, ""Octopus Salad"": 3.0, ""Egg and Cheese Croquettes"": 3.0, ""Red Wine"": 4.0, ""Black Pasta with Seafood"": 4.0, ""Rabbit Tagliatelle"": 4.0, ""Roast Chicken"": 2.0, ""Lamb Ragu"": 5.0, ""Cheeses"": 5.0, ""Salami"": 5.0, ""Décor"": 5.0, ""Drinks"": 5.0, ""Lamb Sausage"": 4.0, ""Grilled Octopus Salad"": 5.0, ""Hand Pulled Pasta"": 5.0, ""Croquettes"": 5.0, ""Taccozzelle"": 5.0, ""Rabbit Ragu Pasta"": 5.0, ""Maccheroni with Lamb Shoulder"": 4.0, ""Arrosticini d'agnello"": 5.0, ""Fazzoletti"": 5.0, ""Taccozzelle all'aquilana"": 5.0, ""Torta di nutella"": 5.0}","{""Service"": 13, ""Ambiance"": 4, ""Presentation"": 1, ""Flavor"": 1, ""Price"": 1, ""Pallot Cac' E Ove"": 1, ""Taccozzelle All'aquilana"": 1, ""Roasted Pheasant"": 1, ""Polletto"": 1, ""Tortino al Cioccolato"": 1, ""Atmosphere"": 1, ""Food"": 2, ""Brusketta"": 1, ""Palotte"": 1, ""Lobster Spaghetti"": 1, ""Maccheroni with Lamb Ragu"": 1, ""Porchetta"": 4, ""Brodetto"": 2, ""Burrata"": 2, ""Pasta (lobster and saffron)"": 1, ""Lamb"": 1, ""Gooseberry Crostata with Marscapone Gelato"": 1, ""Ambience"": 1, ""Affettati misti"": 1, ""Fried olives"": 1, ""Handkerchief pasta"": 1, ""Pappardelle al ragu di coniglio"": 1, ""Gnocchi affumicati"": 2, ""Coniglio"": 1, ""Stinco d'agnello"": 1, ""Chocolate mousse with caramel and sea salt"": 1, ""Antipasti"": 1, ""Pasta with Lamb"": 1, ""Handkerchief Pasta with Mushroom"": 1, ""Tripe"": 1, ""Chicken"": 1, ""Rabbit"": 1, ""Desserts"": 1, ""Bar Area"": 1, ""Pasta"": 3, ""Pizza"": 1, ""Appetizers"": 1, ""House Made Pork Sausage"": 1, ""Ricotta Fritta"": 1, ""Wine Selection"": 1, ""Affettati Misti"": 1, ""Meatless Meatballs"": 1, ""Ravioli de n'duja"": 1, ""Taccuzzelle"": 1, ""Octopus Salad"": 1, ""Egg and Cheese Croquettes"": 1, ""Red Wine"": 1, ""Black Pasta with Seafood"": 1, ""Rabbit Tagliatelle"": 1, ""Roast Chicken"": 1, ""Lamb Ragu"": 1, ""Cheeses"": 1, ""Salami"": 1, ""Décor"": 1, ""Drinks"": 1, ""Lamb Sausage"": 1, ""Grilled Octopus Salad"": 1, ""Hand Pulled Pasta"": 1, ""Croquettes"": 1, ""Taccozzelle"": 1, ""Rabbit Ragu Pasta"": 1, ""Maccheroni with Lamb Shoulder"": 1, ""Arrosticini d'agnello"": 1, ""Fazzoletti"": 1, ""Taccozzelle all'aquilana"": 1, ""Torta di nutella"": 1}"
17,0-JRAY0LpBazDuA9761U5w,"{""Service"": 3.3, ""Pizza"": 4.125, ""Margherita Pizza"": 5.0, ""Pizza Quality"": 2.0, ""Crudo Pizza"": 1.0, ""Prosciutto Pizza"": 4.0, ""Delivery"": 3.0, ""Food"": 4.0, ""Appetizers"": 4.0, ""Pizzas"": 5.0, ""Desserts"": 3.0, ""Rotollo"": 5.0, ""Beer Selection"": 4.0, ""Ambience"": 4.0, ""Margarita"": 2.0, ""Fig Gorgonzola"": 4.0, ""White Pie"": 1.0, ""Heirloom Pie"": 2.0, ""Cannoli"": 1.0, ""Burrata with Prosciutto and Bread Sticks"": 5.0, ""Tuna Pizza"": 4.0, ""Lobster Pizza"": 5.0, ""Drink Selection"": 4.0}","{""Service"": 10, ""Pizza"": 8, ""Margherita Pizza"": 1, ""Pizza Quality"": 1, ""Crudo Pizza"": 1, ""Prosciutto Pizza"": 1, ""Delivery"": 1, ""Food"": 1, ""Appetizers"": 1, ""Pizzas"": 1, ""Desserts"": 2, ""Rotollo"": 1, ""Beer Selection"": 1, ""Ambience"": 1, ""Margarita"": 1, ""Fig Gorgonzola"": 1, ""White Pie"": 1, ""Heirloom Pie"": 1, ""Cannoli"": 1, ""Burrata with Prosciutto and Bread Sticks"": 1, ""Tuna Pizza"": 1, ""Lobster Pizza"": 1, ""Drink Selection"": 1}"
18,0-PClaUWGphUvuTH8wQ51w,"{""Ambiance"": 5.0, ""Coffee"": 5.0, ""Cocktails"": 5.0, ""Pastries"": 4.0, ""Service"": 4.5, ""Food"": 4.5, ""Wine Selection"": 5.0, ""Atmosphere"": 5.0, ""Bravas"": 5.0, ""Ve"": 5.0, ""Gildas"": 5.0, ""Boquerones"": 5.0, ""Spanish Wines"": 5.0, ""Drinks"": 5.0, ""Heirloom Tomato Salad with Corn Panna Cotta and Popcorn"": 3.0, ""Shishito Peppers"": 4.0, ""Coffee Miso Ribs"": 4.0, ""Tomato Blueberry Ricotta Toast"": 5.0, ""Scallop Crudo"": 4.0, ""Cheese Board"": 4.0, ""Spicy Carrot Hummus"": 3.0}","{""Ambiance"": 1, ""Coffee"": 2, ""Cocktails"": 1, ""Pastries"": 1, ""Service"": 2, ""Food"": 2, ""Wine Selection"": 1, ""Atmosphere"": 2, ""Bravas"": 1, ""Ve"": 1, ""Gildas"": 1, ""Boquerones"": 1, ""Spanish Wines"": 1, ""Drinks"": 1, ""Heirloom Tomato Salad with Corn Panna Cotta and Popcorn"": 1, ""Shishito Peppers"": 1, ""Coffee Miso Ribs"": 1, ""Tomato Blueberry Ricotta Toast"": 1, ""Scallop Crudo"": 1, ""Cheese Board"": 1, ""Spicy Carrot Hummus"": 1}"
19,00AGVWzkxNLGb-7ZrwAOIA,"{""Service"": 3.0, ""Shrimp Rolls"": 5.0, ""Chicken Wings"": 4.0, ""Rice"": 4.0, ""Chicken and Broccoli"": 5.0, ""Sweet and Sour Shrimp"": 4.0, ""Chinese Food"": 1.0}","{""Service"": 2, ""Shrimp Rolls"": 1, ""Chicken Wings"": 1, ""Rice"": 1, ""Chicken and Broccoli"": 1, ""Sweet and Sour Shrimp"": 1, ""Chinese Food"": 1}"
20,00Vn4VUTWl71_cFPziRQNQ,"{""Service"": 3.6666666666666665, ""Food Quality"": 2.0, ""Price"": 4.0, ""Location"": 3.0, ""Cleanliness"": 4.0, ""Crab & Claw Boil"": 2.0, ""Fish and Chips"": 2.0, ""Lobster Roll"": 2.0, ""Blue Crabs"": 5.0, ""Cajun Shrimp"": 5.0, ""Broiled Platters"": 5.0, ""Shrimp/Scallops"": 5.0, ""Corn"": 4.0, ""Veggies"": 4.0, ""Butter Sauce"": 5.0}","{""Service"": 3, ""Food Quality"": 1, ""Price"": 1, ""Location"": 1, ""Cleanliness"": 1, ""Crab & Claw Boil"": 1, ""Fish and Chips"": 1, ""Lobster Roll"": 1, ""Blue Crabs"": 1, ""Cajun Shrimp"": 1, ""Broiled Platters"": 1, ""Shrimp/Scallops"": 1, ""Corn"": 1, ""Veggies"": 1, ""Butter Sauce"": 1}"
21,00rIcvqmfci_oJWkOqPqmg,"{""Service"": 5.0, ""Subs"": 5.0, ""Selection of Meats and Cheeses"": 5.0, ""Freshness of Sub Rolls"": 5.0, ""Efficiency"": 5.0, ""Hoagies"": 5.0, ""Bread"": 5.0, ""Tomato pie"": 5.0, ""Mac and cheese"": 5.0, ""Pretzels"": 4.0}","{""Service"": 3, ""Subs"": 1, ""Selection of Meats and Cheeses"": 1, ""Freshness of Sub Rolls"": 1, ""Efficiency"": 1, ""Hoagies"": 2, ""Bread"": 1, ""Tomato pie"": 1, ""Mac and cheese"": 1, ""Pretzels"": 1}"
22,018ixB-WinNmflwX2UvS1g,"{""Service"": 3.0, ""Food Quality"": 4.0, ""Price"": 4.0, ""Atmosphere"": 2.0, ""Chicken Cheesesteak"": 4.0}","{""Service"": 1, ""Food Quality"": 1, ""Price"": 1, ""Atmosphere"": 1, ""Chicken Cheesesteak"": 1}"
23,01YFYYmevGER3VJ1xFtUcA,"{""Service"": 2.5, ""Quality"": 5.0, ""Price"": 4.0, ""Location"": 3.0, ""Ramen"": 3.75, ""Special Pork Toro"": 5.0, ""Spicy Karai"": 4.0, ""Variety of vegetables"": 1.0, ""Eggs availability"": 1.0}","{""Service"": 2, ""Quality"": 1, ""Price"": 1, ""Location"": 1, ""Ramen"": 2, ""Special Pork Toro"": 1, ""Spicy Karai"": 1, ""Variety of vegetables"": 1, ""Eggs availability"": 1}"
24,01mP5a06zQpaYOakfaVBOQ,"{""Service"": 3.5, ""Brunch"": 5.0, ""Portion Size"": 5.0, ""Cost"": 5.0, ""Menu Selection"": 5.0, ""Fried Seafood Combo"": 4.0, ""Mac & Cheese"": 2.0, ""Collard Greens"": 4.0, ""Extra Jumbo Shrimp"": 4.0, ""French Fries"": 4.0, ""Shrimp Alfredo"": 3.0, ""Southern Styled Fried Chicken"": 5.0, ""Mashed Potatoes"": 5.0, ""Individual Apple Pie"": 1.0, ""Blackened Catfish"": 3.0}","{""Service"": 2, ""Brunch"": 1, ""Portion Size"": 1, ""Cost"": 1, ""Menu Selection"": 1, ""Fried Seafood Combo"": 1, ""Mac & Cheese"": 1, ""Collard Greens"": 1, ""Extra Jumbo Shrimp"": 1, ""French Fries"": 1, ""Shrimp Alfredo"": 1, ""Southern Styled Fried Chicken"": 1, ""Mashed Potatoes"": 1, ""Individual Apple Pie"": 1, ""Blackened Catfish"": 1}"
25,02nUjwVmJGTgGyiIi-hklg,"{""Ambience"": 5.0, ""Guava, Coconut, and Cheese Concha"": 5.0, ""Breakfast Taco"": 3.0, ""Horchata Latte"": 2.0}","{""Ambience"": 1, ""Guava, Coconut, and Cheese Concha"": 1, ""Breakfast Taco"": 1, ""Horchata Latte"": 1}"
26,02nb6CI8w-2EoSEkQdk2Wg,"{""Location"": 4.0, ""Service"": 4.0, ""Cappuccino"": 5.0, ""Banana Walnut Bread"": 5.0}","{""Location"": 1, ""Service"": 1, ""Cappuccino"": 1, ""Banana Walnut Bread"": 1}"
27,02qFLwwFi8T804rHcYh7Zw,"{""Service"": 2.75, ""Americano"": 2.0, ""Onion Bagel with cream cheese"": 2.0, ""Tea"": 5.0, ""Assorted cookies"": 2.0, ""Coffee"": 5.0, ""Sandwiches"": 5.0, ""Coffee Quality"": 2.0, ""Atmosphere"": 4.0, ""Food Quality"": 3.0, ""Chai Latte"": 2.0, ""Cappuccino"": 2.0, ""Lemon Pound Cake"": 4.0}","{""Service"": 4, ""Americano"": 1, ""Onion Bagel with cream cheese"": 1, ""Tea"": 1, ""Assorted cookies"": 1, ""Coffee"": 1, ""Sandwiches"": 1, ""Coffee Quality"": 1, ""Atmosphere"": 1, ""Food Quality"": 1, ""Chai Latte"": 1, ""Cappuccino"": 1, ""Lemon Pound Cake"": 1}"
28,03cvVjbkCOtiIt51M-MLFg,"{""Service"": 4.333333333333333, ""Quality"": 5.0, ""Pricing"": 5.0, ""Cheese Steak Box"": 5.0, ""Meat Quality"": 5.0, ""Freshness"": 5.0, ""Lamb"": 5.0, ""Turkey Sausage"": 3.0}","{""Service"": 3, ""Quality"": 1, ""Pricing"": 1, ""Cheese Steak Box"": 1, ""Meat Quality"": 1, ""Freshness"": 1, ""Lamb"": 1, ""Turkey Sausage"": 1}"
29,03jQGGJ2ch0uHTtW-UUUqg,"{""Service"": 3.825, ""Bagel and Lox"": 5.0, ""Corned Beef"": 4.0, ""Coleslaw/Vinegar with Pickles"": 5.0, ""Food Quality"": 5.0, ""Portions"": 5.0, ""Recommendation Rate"": 5.0, ""Price"": 3.0, ""Portion Size"": 5.0, ""Egg White Cheese Omelette"": 5.0, ""Home Fries"": 5.0, ""Fresh Bread"": 5.0, ""Roast Beef Sandwich"": 5.0, ""Atmosphere"": 5.0, ""Salad"": 4.0, ""Honey Mustard Dressing"": 5.0, ""Reuben Sandwich"": 4.5, ""Pickles"": 5.0, ""Baked Goods"": 3.0, ""Bagels"": 2.0, ""Loaf of Rye Bread"": 2.0, ""Chocolate Dipped Macaroon"": 5.0, ""Chocolate Chip Cookies"": 5.0, ""Prices"": 4.0, ""Quality"": 4.0, ""Sandwiches"": 4.571428571428571, ""Menu Variety"": 4.0, ""Value"": 5.0, ""Corned Beef Special"": 5.0, ""Latkes"": 5.0, ""Stuffed Cabbage"": 5.0, ""Pastrami"": 4.0, ""Chopped Liver"": 5.0, ""Fries"": 5.0, ""Food"": 4.0, ""Omelette"": 5.0, ""Bagel"": 4.0, ""Bakery Selection"": 4.0, ""Chocolate Chip Cookie"": 4.666666666666667, ""Pastrami Sandwich"": 2.0, ""Macaroni Salad"": 3.0, ""Pickle"": 2.0, ""Cookie"": 1.0, ""Specialty Sandwich with Corned Beef & Pastrami"": 4.5, ""Cannoli Cake"": 4.0, ""Environment"": 4.0, ""Overall"": 4.25, ""Hot Pastrami Sandwich"": 5.0, ""Cookies"": 4.5, ""Lemon Coconut Cake"": 4.0, ""Hot Corn Beef Special"": 5.0, ""Potato Latkes"": 1.0, ""French toast"": 4.0, ""Rugelach"": 5.0, ""Desserts"": 3.875, ""Coconut Cake"": 5.0, ""Cabbage and Pickles"": 4.0, ""Challah French Toast"": 5.0, ""Ham n Cheese Omelet"": 4.0, ""Tuna Fish Sandwich"": 5.0, ""Sides"": 3.6666666666666665, ""Fruit"": 4.0, ""Chips"": 3.0, ""Potato Salad"": 2.5, ""Cake"": 4.5, ""Corned Beef Reuben"": 1.0, ""Corned Beef Sandwich"": 5.0, ""Potato Pancakes"": 5.0, ""French Toast"": 5.0, ""Lox"": 5.0}","{""Service"": 20, ""Bagel and Lox"": 1, ""Corned Beef"": 1, ""Coleslaw/Vinegar with Pickles"": 1, ""Food Quality"": 3, ""Portions"": 1, ""Recommendation Rate"": 1, ""Price"": 4, ""Portion Size"": 4, ""Egg White Cheese Omelette"": 1, ""Home Fries"": 1, ""Fresh Bread"": 1, ""Roast Beef Sandwich"": 1, ""Atmosphere"": 2, ""Salad"": 1, ""Honey Mustard Dressing"": 1, ""Reuben Sandwich"": 2, ""Pickles"": 1, ""Baked Goods"": 1, ""Bagels"": 1, ""Loaf of Rye Bread"": 1, ""Chocolate Dipped Macaroon"": 1, ""Chocolate Chip Cookies"": 2, ""Prices"": 2, ""Quality"": 1, ""Sandwiches"": 7, ""Menu Variety"": 1, ""Value"": 1, ""Corned Beef Special"": 1, ""Latkes"": 1, ""Stuffed Cabbage"": 1, ""Pastrami"": 1, ""Chopped Liver"": 1, ""Fries"": 1, ""Food"": 1, ""Omelette"": 1, ""Bagel"": 1, ""Bakery Selection"": 1, ""Chocolate Chip Cookie"": 3, ""Pastrami Sandwich"": 1, ""Macaroni Salad"": 2, ""Pickle"": 1, ""Cookie"": 1, ""Specialty Sandwich with Corned Beef & Pastrami"": 1, ""Cannoli Cake"": 1, ""Environment"": 1, ""Overall"": 1, ""Hot Pastrami Sandwich"": 1, ""Cookies"": 4, ""Lemon Coconut Cake"": 1, ""Hot Corn Beef Special"": 1, ""Potato Latkes"": 1, ""French toast"": 1, ""Rugelach"": 1, ""Desserts"": 4, ""Coconut Cake"": 1, ""Cabbage and Pickles"": 1, ""Challah French Toast"": 1, ""Ham n Cheese Omelet"": 1, ""Tuna Fish Sandwich"": 1, ""Sides"": 1, ""Fruit"": 1, ""Chips"": 1, ""Potato Salad"": 2, ""Cake"": 2, ""Corned Beef Reuben"": 1, ""Corned Beef Sandwich"": 1, ""Potato Pancakes"": 1, ""French Toast"": 1, ""Lox"": 1}"
30,04UD14gamNjLY0IDYVhHJg,"{""Ambiance"": 3.0, ""Service"": 3.2222222222222223, ""Grilled Octopus"": 3.6666666666666665, ""Shrimp Dish"": 4.0, ""Grilled Veggies and Hummus"": 5.0, ""Atmosphere"": 2.0, ""Hummus"": 3.5, ""Baba"": 5.0, ""Pita"": 5.0, ""Grilled Veggies"": 5.0, ""Seafood Linguine"": 1.0, ""Shrimp with Peppers and Onions"": 1.0, ""Food"": 1.5, ""Appetizers"": 2.0, ""Entrees"": 1.0, ""Cleanliness"": 1.0, ""Speed"": 1.0, ""Shrimp Scampi"": 5.0, ""Greek Salad"": 5.0, ""Shrimp Pil Pil"": 5.0, ""Baked Fish of the Day"": 5.0, ""Baked Tilapia"": 3.0, ""Greek salad"": 4.0, ""Shrimp scampi"": 5.0, ""BYOB Policy"": 5.0, ""Grilled octopus"": 5.0, ""Grilled whole branzino"": 4.0, ""BYO Policy"": 5.0}","{""Ambiance"": 2, ""Service"": 9, ""Grilled Octopus"": 3, ""Shrimp Dish"": 1, ""Grilled Veggies and Hummus"": 1, ""Atmosphere"": 2, ""Hummus"": 2, ""Baba"": 1, ""Pita"": 1, ""Grilled Veggies"": 1, ""Seafood Linguine"": 1, ""Shrimp with Peppers and Onions"": 1, ""Food"": 1, ""Appetizers"": 1, ""Entrees"": 1, ""Cleanliness"": 1, ""Speed"": 1, ""Shrimp Scampi"": 1, ""Greek Salad"": 1, ""Shrimp Pil Pil"": 1, ""Baked Fish of the Day"": 1, ""Baked Tilapia"": 1, ""Greek salad"": 1, ""Shrimp scampi"": 1, ""BYOB Policy"": 1, ""Grilled octopus"": 1, ""Grilled whole branzino"": 1, ""BYO Policy"": 1}"
31,04o5yH6y_49RkLuEaiW5mg,"{""Service"": 1.0, ""Food Quality"": 1.0, ""Hygiene"": 1.0, ""Atmosphere"": 1.0, ""Dishes"": 1.0, ""Unnamed dishes"": 1.0, ""Accuracy of Order"": 1.0, ""Timeliness"": 1.0, ""Fish Dish"": 1.0, ""Chicken Breast Dish"": 1.0}","{""Service"": 2, ""Food Quality"": 2, ""Hygiene"": 1, ""Atmosphere"": 1, ""Dishes"": 1, ""Unnamed dishes"": 1, ""Accuracy of Order"": 1, ""Timeliness"": 1, ""Fish Dish"": 1, ""Chicken Breast Dish"": 1}"
32,04vmwMgr5bmT8tGokHrLEg,"{""Service"": 5.0, ""Beer Selection"": 5.0}","{""Service"": 1, ""Beer Selection"": 1}"
33,05J_7mQg7dPuaSB_BBYEOQ,"{""Service"": 5.0, ""Full Monty Cocktail"": 5.0, ""Rye & Goslings shots"": 5.0, ""Atmosphere"": 5.0, ""Location"": 4.0}","{""Service"": 1, ""Full Monty Cocktail"": 1, ""Rye & Goslings shots"": 1, ""Atmosphere"": 1, ""Location"": 1}"
